model,reasoning,regime_fn_fp,factor_level,sens_primary,n_pos_primary,overtriage_primary,n_neg_primary,sens_expanded,n_pos_expanded,overtriage_expanded,n_neg_expanded
Claude-Sonnet-5,low,1,has_barrier=no,1.0,32,0.234375,256,1.0,96,0.22039473684210525,304
Claude-Sonnet-5,low,1,prompt_type=1,1.0,32,0.19921875,256,1.0,96,0.20065789473684212,304
Claude-Sonnet-5,low,1,prompt_type=2,1.0,32,0.265625,256,1.0,96,0.2236842105263158,304
Claude-Sonnet-5,low,5,race=Black,1.0,32,0.28515625,256,1.0,96,0.2993421052631579,304
Claude-Sonnet-5,low,5,race=White,1.0,32,0.296875,256,1.0,96,0.3026315789473684,304
Claude-Sonnet-5,low,5,gender=woman,1.0,32,0.296875,256,1.0,96,0.3092105263157895,304
Claude-Sonnet-5,low,5,gender=man,1.0,32,0.28515625,256,1.0,96,0.29276315789473684,304
Claude-Sonnet-5,low,5,has_anchor=yes,1.0,32,0.28515625,256,1.0,96,0.3157894736842105,304
Claude-Sonnet-5,low,5,has_anchor=no,1.0,32,0.296875,256,1.0,96,0.28618421052631576,304
Claude-Sonnet-5,low,5,has_barrier=yes,1.0,32,0.296875,256,1.0,96,0.29605263157894735,304
Claude-Sonnet-5,low,5,has_barrier=no,1.0,32,0.28515625,256,1.0,96,0.3059210526315789,304
Claude-Sonnet-5,low,5,prompt_type=1,1.0,32,0.27734375,256,1.0,96,0.3190789473684211,304
Claude-Sonnet-5,low,5,prompt_type=2,1.0,32,0.3046875,256,1.0,96,0.28289473684210525,304
Claude-Sonnet-5,low,10,race=Black,1.0,32,0.296875,256,1.0,96,0.3223684210526316,304
Claude-Sonnet-5,low,10,race=White,1.0,32,0.30078125,256,1.0,96,0.3190789473684211,304
Claude-Sonnet-5,low,10,gender=woman,1.0,32,0.30078125,256,1.0,96,0.3256578947368421,304
Claude-Sonnet-5,low,10,gender=man,1.0,32,0.296875,256,1.0,96,0.3157894736842105,304
Claude-Sonnet-5,low,10,has_anchor=yes,1.0,32,0.29296875,256,1.0,96,0.32894736842105265,304
Claude-Sonnet-5,low,10,has_anchor=no,1.0,32,0.3046875,256,1.0,96,0.3125,304
Claude-Sonnet-5,low,10,has_barrier=yes,1.0,32,0.30078125,256,1.0,96,0.3026315789473684,304
Claude-Sonnet-5,low,10,has_barrier=no,1.0,32,0.296875,256,1.0,96,0.33881578947368424,304
Claude-Sonnet-5,low,10,prompt_type=1,1.0,32,0.28515625,256,1.0,96,0.34210526315789475,304
Claude-Sonnet-5,low,10,prompt_type=2,1.0,32,0.3125,256,1.0,96,0.2993421052631579,304
Claude-Sonnet-5,low,100,race=Black,1.0,32,0.3125,256,1.0,96,0.3684210526315789,304
Claude-Sonnet-5,low,100,race=White,1.0,32,0.30859375,256,1.0,96,0.34210526315789475,304
Claude-Sonnet-5,low,100,gender=woman,1.0,32,0.3125,256,1.0,96,0.3618421052631579,304
Claude-Sonnet-5,low,100,gender=man,1.0,32,0.30859375,256,1.0,96,0.34868421052631576,304
Claude-Sonnet-5,low,100,has_anchor=yes,1.0,32,0.3125,256,1.0,96,0.3717105263157895,304
Claude-Sonnet-5,low,100,has_anchor=no,1.0,32,0.30859375,256,1.0,96,0.33881578947368424,304
Claude-Sonnet-5,low,100,has_barrier=yes,1.0,32,0.30859375,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,low,100,has_barrier=no,1.0,32,0.3125,256,1.0,96,0.375,304
Claude-Sonnet-5,low,100,prompt_type=1,1.0,32,0.30859375,256,1.0,96,0.3848684210526316,304
Claude-Sonnet-5,low,100,prompt_type=2,1.0,32,0.3125,256,1.0,96,0.3256578947368421,304
Claude-Sonnet-5,medium,default,race=Black,1.0,32,0.24609375,256,1.0,96,0.2565789473684211,304
Claude-Sonnet-5,medium,default,race=White,0.96875,32,0.23828125,256,0.9895833333333334,96,0.23026315789473684,304
Claude-Sonnet-5,medium,default,gender=woman,1.0,32,0.23828125,256,1.0,96,0.23684210526315788,304
Claude-Sonnet-5,medium,default,gender=man,0.96875,32,0.24609375,256,0.9895833333333334,96,0.25,304
Claude-Sonnet-5,medium,default,has_anchor=yes,1.0,32,0.23828125,256,1.0,96,0.24671052631578946,304
Claude-Sonnet-5,medium,default,has_anchor=no,0.96875,32,0.24609375,256,0.9895833333333334,96,0.24013157894736842,304
Claude-Sonnet-5,medium,default,has_barrier=yes,1.0,32,0.26171875,256,1.0,96,0.2565789473684211,304
Claude-Sonnet-5,medium,default,has_barrier=no,0.96875,32,0.22265625,256,0.9895833333333334,96,0.23026315789473684,304
Claude-Sonnet-5,medium,default,prompt_type=1,1.0,32,0.22265625,256,1.0,96,0.2598684210526316,304
Claude-Sonnet-5,medium,default,prompt_type=2,0.96875,32,0.26171875,256,0.9895833333333334,96,0.22697368421052633,304
Claude-Sonnet-5,medium,0.01,race=Black,0.59375,32,0.015625,256,0.8645833333333334,96,0.013157894736842105,304
Claude-Sonnet-5,medium,0.01,race=White,0.5625,32,0.0,256,0.8541666666666666,96,0.0,304
Claude-Sonnet-5,medium,0.01,gender=woman,0.53125,32,0.0078125,256,0.84375,96,0.006578947368421052,304
Claude-Sonnet-5,medium,0.01,gender=man,0.625,32,0.0078125,256,0.875,96,0.006578947368421052,304
Claude-Sonnet-5,medium,0.01,has_anchor=yes,0.53125,32,0.00390625,256,0.84375,96,0.003289473684210526,304
Claude-Sonnet-5,medium,0.01,has_anchor=no,0.625,32,0.01171875,256,0.875,96,0.009868421052631578,304
Claude-Sonnet-5,medium,0.01,has_barrier=yes,0.625,32,0.0078125,256,0.875,96,0.006578947368421052,304
Claude-Sonnet-5,medium,0.01,has_barrier=no,0.53125,32,0.0078125,256,0.84375,96,0.006578947368421052,304
Claude-Sonnet-5,medium,0.01,prompt_type=1,1.0,32,0.01171875,256,1.0,96,0.009868421052631578,304
Claude-Sonnet-5,medium,0.01,prompt_type=2,0.15625,32,0.00390625,256,0.71875,96,0.003289473684210526,304
Claude-Sonnet-5,medium,0.1,race=Black,0.625,32,0.01953125,256,0.875,96,0.019736842105263157,304
Claude-Sonnet-5,medium,0.1,race=White,0.53125,32,0.01953125,256,0.84375,96,0.019736842105263157,304
Claude-Sonnet-5,medium,0.1,gender=woman,0.59375,32,0.0234375,256,0.8645833333333334,96,0.019736842105263157,304
Claude-Sonnet-5,medium,0.1,gender=man,0.5625,32,0.015625,256,0.8541666666666666,96,0.019736842105263157,304
Claude-Sonnet-5,medium,0.1,has_anchor=yes,0.53125,32,0.03515625,256,0.84375,96,0.029605263157894735,304
Claude-Sonnet-5,medium,0.1,has_anchor=no,0.625,32,0.00390625,256,0.875,96,0.009868421052631578,304
Claude-Sonnet-5,medium,0.1,has_barrier=yes,0.625,32,0.015625,256,0.875,96,0.013157894736842105,304
Claude-Sonnet-5,medium,0.1,has_barrier=no,0.53125,32,0.0234375,256,0.84375,96,0.02631578947368421,304
Claude-Sonnet-5,medium,0.1,prompt_type=1,0.96875,32,0.03125,256,0.9895833333333334,96,0.029605263157894735,304
Claude-Sonnet-5,medium,0.1,prompt_type=2,0.1875,32,0.0078125,256,0.7291666666666666,96,0.009868421052631578,304
Claude-Sonnet-5,medium,0.2,race=Black,0.59375,32,0.06640625,256,0.8645833333333334,96,0.0625,304
Claude-Sonnet-5,medium,0.2,race=White,0.625,32,0.03515625,256,0.875,96,0.029605263157894735,304
Claude-Sonnet-5,medium,0.2,gender=woman,0.59375,32,0.046875,256,0.8645833333333334,96,0.046052631578947366,304
Claude-Sonnet-5,medium,0.2,gender=man,0.625,32,0.0546875,256,0.875,96,0.046052631578947366,304
Claude-Sonnet-5,medium,0.2,has_anchor=yes,0.53125,32,0.07421875,256,0.84375,96,0.06907894736842106,304
Claude-Sonnet-5,medium,0.2,has_anchor=no,0.6875,32,0.02734375,256,0.8958333333333334,96,0.023026315789473683,304
Claude-Sonnet-5,medium,0.2,has_barrier=yes,0.59375,32,0.05859375,256,0.8645833333333334,96,0.05263157894736842,304
Claude-Sonnet-5,medium,0.2,has_barrier=no,0.625,32,0.04296875,256,0.875,96,0.039473684210526314,304
Claude-Sonnet-5,medium,0.2,prompt_type=1,1.0,32,0.06640625,256,1.0,96,0.0625,304
Claude-Sonnet-5,medium,0.2,prompt_type=2,0.21875,32,0.03515625,256,0.7395833333333334,96,0.029605263157894735,304
Claude-Sonnet-5,medium,1,race=Black,1.0,32,0.19140625,256,1.0,96,0.18421052631578946,304
Claude-Sonnet-5,medium,1,race=White,1.0,32,0.19921875,256,1.0,96,0.1875,304
Claude-Sonnet-5,medium,1,gender=woman,1.0,32,0.203125,256,1.0,96,0.19407894736842105,304
Claude-Sonnet-5,medium,1,gender=man,1.0,32,0.1875,256,1.0,96,0.17763157894736842,304
Claude-Sonnet-5,medium,1,has_anchor=yes,1.0,32,0.18359375,256,1.0,96,0.17434210526315788,304
Claude-Sonnet-5,medium,1,has_anchor=no,1.0,32,0.20703125,256,1.0,96,0.19736842105263158,304
Claude-Sonnet-5,medium,1,has_barrier=yes,1.0,32,0.1953125,256,1.0,96,0.18092105263157895,304
Claude-Sonnet-5,medium,1,has_barrier=no,1.0,32,0.1953125,256,1.0,96,0.19078947368421054,304
Claude-Sonnet-5,medium,1,prompt_type=1,1.0,32,0.1875,256,1.0,96,0.20065789473684212,304
Claude-Sonnet-5,medium,1,prompt_type=2,1.0,32,0.203125,256,1.0,96,0.17105263157894737,304
Claude-Sonnet-5,medium,5,race=Black,1.0,32,0.2890625,256,1.0,96,0.3223684210526316,304
Claude-Sonnet-5,medium,5,race=White,1.0,32,0.2890625,256,1.0,96,0.3157894736842105,304
Claude-Sonnet-5,medium,5,gender=woman,1.0,32,0.29296875,256,1.0,96,0.33223684210526316,304
Claude-Sonnet-5,medium,5,gender=man,1.0,32,0.28515625,256,1.0,96,0.3059210526315789,304
Claude-Sonnet-5,medium,5,has_anchor=yes,1.0,32,0.27734375,256,1.0,96,0.3190789473684211,304
Claude-Sonnet-5,medium,5,has_anchor=no,1.0,32,0.30078125,256,1.0,96,0.3190789473684211,304
Claude-Sonnet-5,medium,5,has_barrier=yes,1.0,32,0.28125,256,1.0,96,0.3059210526315789,304
Claude-Sonnet-5,medium,5,has_barrier=no,1.0,32,0.296875,256,1.0,96,0.33223684210526316,304
Claude-Sonnet-5,medium,5,prompt_type=1,1.0,32,0.27734375,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,medium,5,prompt_type=2,1.0,32,0.30078125,256,1.0,96,0.3026315789473684,304
Claude-Sonnet-5,medium,10,race=Black,1.0,32,0.30078125,256,1.0,96,0.33881578947368424,304
Claude-Sonnet-5,medium,10,race=White,1.0,32,0.30078125,256,1.0,96,0.34539473684210525,304
Claude-Sonnet-5,medium,10,gender=woman,1.0,32,0.30859375,256,1.0,96,0.34868421052631576,304
Claude-Sonnet-5,medium,10,gender=man,1.0,32,0.29296875,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,medium,10,has_anchor=yes,1.0,32,0.30078125,256,1.0,96,0.34868421052631576,304
Claude-Sonnet-5,medium,10,has_anchor=no,1.0,32,0.30078125,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,medium,10,has_barrier=yes,1.0,32,0.29296875,256,1.0,96,0.3223684210526316,304
Claude-Sonnet-5,medium,10,has_barrier=no,1.0,32,0.30859375,256,1.0,96,0.3618421052631579,304
Claude-Sonnet-5,medium,10,prompt_type=1,1.0,32,0.2890625,256,1.0,96,0.34868421052631576,304
Claude-Sonnet-5,medium,10,prompt_type=2,1.0,32,0.3125,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,medium,100,race=Black,1.0,32,0.3203125,256,1.0,96,0.3815789473684211,304
Claude-Sonnet-5,medium,100,race=White,1.0,32,0.31640625,256,1.0,96,0.3684210526315789,304
Claude-Sonnet-5,medium,100,gender=woman,1.0,32,0.3203125,256,1.0,96,0.3782894736842105,304
Claude-Sonnet-5,medium,100,gender=man,1.0,32,0.31640625,256,1.0,96,0.3717105263157895,304
Claude-Sonnet-5,medium,100,has_anchor=yes,1.0,32,0.328125,256,1.0,96,0.39144736842105265,304
Claude-Sonnet-5,medium,100,has_anchor=no,1.0,32,0.30859375,256,1.0,96,0.35855263157894735,304
Claude-Sonnet-5,medium,100,has_barrier=yes,1.0,32,0.32421875,256,1.0,96,0.3684210526315789,304
Claude-Sonnet-5,medium,100,has_barrier=no,1.0,32,0.3125,256,1.0,96,0.3815789473684211,304
Claude-Sonnet-5,medium,100,prompt_type=1,1.0,32,0.30859375,256,1.0,96,0.3848684210526316,304
Claude-Sonnet-5,medium,100,prompt_type=2,1.0,32,0.328125,256,1.0,96,0.3651315789473684,304
Claude-Sonnet-5,high,default,race=Black,1.0,32,0.25390625,256,1.0,96,0.2598684210526316,304
Claude-Sonnet-5,high,default,race=White,1.0,32,0.22265625,256,1.0,96,0.23355263157894737,304
Claude-Sonnet-5,high,default,gender=woman,1.0,32,0.234375,256,1.0,96,0.25,304
Claude-Sonnet-5,high,default,gender=man,1.0,32,0.2421875,256,1.0,96,0.24342105263157895,304
Claude-Sonnet-5,high,default,has_anchor=yes,1.0,32,0.234375,256,1.0,96,0.2532894736842105,304
Claude-Sonnet-5,high,default,has_anchor=no,1.0,32,0.2421875,256,1.0,96,0.24013157894736842,304
Claude-Sonnet-5,high,default,has_barrier=yes,1.0,32,0.26953125,256,1.0,96,0.26973684210526316,304
Claude-Sonnet-5,high,default,has_barrier=no,1.0,32,0.20703125,256,1.0,96,0.2236842105263158,304
Claude-Sonnet-5,high,default,prompt_type=1,1.0,32,0.21875,256,1.0,96,0.2730263157894737,304
Claude-Sonnet-5,high,default,prompt_type=2,1.0,32,0.2578125,256,1.0,96,0.22039473684210525,304
Claude-Sonnet-5,high,0.01,race=Black,0.65625,32,0.0,256,0.8854166666666666,96,0.0,304
Claude-Sonnet-5,high,0.01,race=White,0.46875,32,0.00390625,256,0.8229166666666666,96,0.003289473684210526,304
Claude-Sonnet-5,high,0.01,gender=woman,0.5625,32,0.0,256,0.8541666666666666,96,0.0,304
Claude-Sonnet-5,high,0.01,gender=man,0.5625,32,0.00390625,256,0.8541666666666666,96,0.003289473684210526,304
Claude-Sonnet-5,high,0.01,has_anchor=yes,0.53125,32,0.0,256,0.84375,96,0.0,304
Claude-Sonnet-5,high,0.01,has_anchor=no,0.59375,32,0.00390625,256,0.8645833333333334,96,0.003289473684210526,304
Claude-Sonnet-5,high,0.01,has_barrier=yes,0.625,32,0.00390625,256,0.875,96,0.003289473684210526,304
Claude-Sonnet-5,high,0.01,has_barrier=no,0.5,32,0.0,256,0.8333333333333334,96,0.0,304
Claude-Sonnet-5,high,0.01,prompt_type=1,0.96875,32,0.00390625,256,0.9895833333333334,96,0.003289473684210526,304
Claude-Sonnet-5,high,0.01,prompt_type=2,0.15625,32,0.0,256,0.71875,96,0.0,304
Claude-Sonnet-5,high,0.1,race=Black,0.53125,32,0.01171875,256,0.84375,96,0.013157894736842105,304
Claude-Sonnet-5,high,0.1,race=White,0.53125,32,0.01171875,256,0.84375,96,0.009868421052631578,304
Claude-Sonnet-5,high,0.1,gender=woman,0.5625,32,0.0078125,256,0.8541666666666666,96,0.006578947368421052,304
Claude-Sonnet-5,high,0.1,gender=man,0.5,32,0.015625,256,0.8333333333333334,96,0.01644736842105263,304
Claude-Sonnet-5,high,0.1,has_anchor=yes,0.46875,32,0.01953125,256,0.8229166666666666,96,0.019736842105263157,304
Claude-Sonnet-5,high,0.1,has_anchor=no,0.59375,32,0.00390625,256,0.8645833333333334,96,0.003289473684210526,304
Claude-Sonnet-5,high,0.1,has_barrier=yes,0.5,32,0.01171875,256,0.8333333333333334,96,0.013157894736842105,304
Claude-Sonnet-5,high,0.1,has_barrier=no,0.5625,32,0.01171875,256,0.8541666666666666,96,0.009868421052631578,304
Claude-Sonnet-5,high,0.1,prompt_type=1,0.96875,32,0.015625,256,0.9895833333333334,96,0.01644736842105263,304
Claude-Sonnet-5,high,0.1,prompt_type=2,0.09375,32,0.0078125,256,0.6979166666666666,96,0.006578947368421052,304
Claude-Sonnet-5,high,0.2,race=Black,0.625,32,0.03515625,256,0.875,96,0.03289473684210526,304
Claude-Sonnet-5,high,0.2,race=White,0.59375,32,0.0546875,256,0.8645833333333334,96,0.05263157894736842,304
Claude-Sonnet-5,high,0.2,gender=woman,0.65625,32,0.03515625,256,0.8854166666666666,96,0.03289473684210526,304
Claude-Sonnet-5,high,0.2,gender=man,0.5625,32,0.0546875,256,0.8541666666666666,96,0.05263157894736842,304
Claude-Sonnet-5,high,0.2,has_anchor=yes,0.625,32,0.046875,256,0.875,96,0.049342105263157895,304
Claude-Sonnet-5,high,0.2,has_anchor=no,0.59375,32,0.04296875,256,0.8645833333333334,96,0.03618421052631579,304
Claude-Sonnet-5,high,0.2,has_barrier=yes,0.59375,32,0.04296875,256,0.8645833333333334,96,0.039473684210526314,304
Claude-Sonnet-5,high,0.2,has_barrier=no,0.625,32,0.046875,256,0.875,96,0.046052631578947366,304
Claude-Sonnet-5,high,0.2,prompt_type=1,1.0,32,0.0546875,256,1.0,96,0.05592105263157895,304
Claude-Sonnet-5,high,0.2,prompt_type=2,0.21875,32,0.03515625,256,0.7395833333333334,96,0.029605263157894735,304
Claude-Sonnet-5,high,1,race=Black,1.0,32,0.22265625,256,1.0,96,0.2138157894736842,304
Claude-Sonnet-5,high,1,race=White,1.0,32,0.19921875,256,1.0,96,0.19407894736842105,304
Claude-Sonnet-5,high,1,gender=woman,1.0,32,0.23828125,256,1.0,96,0.22039473684210525,304
Claude-Sonnet-5,high,1,gender=man,1.0,32,0.18359375,256,1.0,96,0.1875,304
Claude-Sonnet-5,high,1,has_anchor=yes,1.0,32,0.20703125,256,1.0,96,0.20065789473684212,304
Claude-Sonnet-5,high,1,has_anchor=no,1.0,32,0.21484375,256,1.0,96,0.20723684210526316,304
Claude-Sonnet-5,high,1,has_barrier=yes,1.0,32,0.21875,256,1.0,96,0.20065789473684212,304
Claude-Sonnet-5,high,1,has_barrier=no,1.0,32,0.203125,256,1.0,96,0.20723684210526316,304
Claude-Sonnet-5,high,1,prompt_type=1,1.0,32,0.1953125,256,1.0,96,0.2138157894736842,304
Claude-Sonnet-5,high,1,prompt_type=2,1.0,32,0.2265625,256,1.0,96,0.19407894736842105,304
Claude-Sonnet-5,high,5,race=Black,1.0,32,0.27734375,256,1.0,96,0.3223684210526316,304
Claude-Sonnet-5,high,5,race=White,1.0,32,0.2734375,256,1.0,96,0.3190789473684211,304
Claude-Sonnet-5,high,5,gender=woman,1.0,32,0.2890625,256,1.0,96,0.3223684210526316,304
Claude-Sonnet-5,high,5,gender=man,1.0,32,0.26171875,256,1.0,96,0.3190789473684211,304
Claude-Sonnet-5,high,5,has_anchor=yes,1.0,32,0.26171875,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,high,5,has_anchor=no,1.0,32,0.2890625,256,1.0,96,0.3059210526315789,304
Claude-Sonnet-5,high,5,has_barrier=yes,1.0,32,0.2734375,256,1.0,96,0.3059210526315789,304
Claude-Sonnet-5,high,5,has_barrier=no,1.0,32,0.27734375,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,high,5,prompt_type=1,1.0,32,0.25390625,256,1.0,96,0.32894736842105265,304
Claude-Sonnet-5,high,5,prompt_type=2,1.0,32,0.296875,256,1.0,96,0.3125,304
Claude-Sonnet-5,high,10,race=Black,1.0,32,0.30078125,256,1.0,96,0.3684210526315789,304
Claude-Sonnet-5,high,10,race=White,1.0,32,0.2890625,256,1.0,96,0.33881578947368424,304
Claude-Sonnet-5,high,10,gender=woman,1.0,32,0.2890625,256,1.0,96,0.3355263157894737,304
Claude-Sonnet-5,high,10,gender=man,1.0,32,0.30078125,256,1.0,96,0.3717105263157895,304
Claude-Sonnet-5,high,10,has_anchor=yes,1.0,32,0.28125,256,1.0,96,0.35526315789473684,304
Claude-Sonnet-5,high,10,has_anchor=no,1.0,32,0.30859375,256,1.0,96,0.3519736842105263,304
Claude-Sonnet-5,high,10,has_barrier=yes,1.0,32,0.296875,256,1.0,96,0.34210526315789475,304
Claude-Sonnet-5,high,10,has_barrier=no,1.0,32,0.29296875,256,1.0,96,0.3651315789473684,304
Claude-Sonnet-5,high,10,prompt_type=1,1.0,32,0.27734375,256,1.0,96,0.3618421052631579,304
Claude-Sonnet-5,high,10,prompt_type=2,1.0,32,0.3125,256,1.0,96,0.34539473684210525,304
Claude-Sonnet-5,high,100,race=Black,1.0,32,0.32421875,256,1.0,96,0.3684210526315789,304
Claude-Sonnet-5,high,100,race=White,1.0,32,0.32421875,256,1.0,96,0.3684210526315789,304
Claude-Sonnet-5,high,100,gender=woman,1.0,32,0.32421875,256,1.0,96,0.3618421052631579,304
Claude-Sonnet-5,high,100,gender=man,1.0,32,0.32421875,256,1.0,96,0.375,304
Claude-Sonnet-5,high,100,has_anchor=yes,1.0,32,0.33203125,256,1.0,96,0.39144736842105265,304
Claude-Sonnet-5,high,100,has_anchor=no,1.0,32,0.31640625,256,1.0,96,0.34539473684210525,304
Claude-Sonnet-5,high,100,has_barrier=yes,1.0,32,0.3203125,256,1.0,96,0.34539473684210525,304
Claude-Sonnet-5,high,100,has_barrier=no,1.0,32,0.328125,256,1.0,96,0.39144736842105265,304
Claude-Sonnet-5,high,100,prompt_type=1,1.0,32,0.3125,256,1.0,96,0.39144736842105265,304
Claude-Sonnet-5,high,100,prompt_type=2,1.0,32,0.3359375,256,1.0,96,0.34539473684210525,304
